,gps_height,longitude,latitude,wpt_name,basin,region,district_code,population,public_meeting,scheme_management,permit,extraction_type,management,payment_type,water_quality,quantity,source,waterpoint_type,target,age
15505,1194,36.92270872,-6.10288919,Shuleni,Wami / Ruvu,Morogoro,1,170,True,VWC,True,gravity,vwc,per bucket,soft,enough,spring,communal standpipe,1,46
15512,1358,37.4840104,-3.32580496,Kwa Eveta,Pangani,Kilimanjaro,4,15,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
15516,214,38.29486081,-6.43990161,Pangala,Wami / Ruvu,Pwani,1,300,True,WUA,True,ksb,wua,per bucket,soft,enough,river,communal standpipe,0,16
15518,1090,37.04212453,-5.96788293,Kwa Mtie,Wami / Ruvu,Morogoro,1,150,True,VWC,True,afridev,vwc,on failure,soft,enough,shallow well,hand pump,0,16
15520,283,36.72645439,-8.08331267,Kwapawila,Rufiji,Morogoro,3,50,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,11
15522,1689,35.5985086,-3.6340279,Kwa Surumbu,Internal,Arusha,30,800,True,VWC,True,india mark ii,vwc,per bucket,soft,enough,machine dbh,hand pump,0,13
15525,992,35.72559679,-3.7206791,Kwa Khamis,Internal,Manyara,1,185,True,VWC,True,gravity,vwc,never pay,soft,enough,river,communal standpipe multiple,0,8
15529,1385,34.78821915,-8.75460228,Kwa Juma Kimata,Rufiji,Iringa,4,120,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,40
15535,252,39.00862538,-10.89584483,Bombani,Ruvuma / Southern Coast,Mtwara,33,50,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,1,24
15537,1409,34.02332462,-1.90153073,Kwa Mtahima,Lake Victoria,Mara,4,250,False,WUA,True,gravity,vwc,per bucket,soft,insufficient,machine dbh,communal standpipe multiple,2,31
15538,6,39.59251187,-10.25835209,Bombani,Ruvuma / Southern Coast,Lindi,23,1500,True,VWC,False,india mark ii,vwc,on failure,salty,enough,machine dbh,hand pump,2,10
15539,299,35.99435286,-9.04490115,Ujamaa,Rufiji,Morogoro,4,280,True,VWC,True,nira/tanira,vwc,monthly,soft,enough,shallow well,hand pump,0,11
15543,1237,37.65798401,-3.66473834,Kwa Semajani,Pangani,Kilimanjaro,2,46,True,VWC,False,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,2,13
15551,55,39.25125774,-7.05334989,Kwa Mpemba,Wami / Ruvu,Pwani,43,330,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,2,13
15553,1172,34.07957387,-1.63739975,Village,Lake Victoria,Mara,3,50,False,VWC,False,gravity,vwc,never pay,soft,enough,rainwater harvesting,communal standpipe,2,11
15554,1746,31.70153,-8.59525584,Kwa Chrisant Kaembeleka,Lake Rukwa,Rukwa,2,350,True,VWC,False,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,2,17
15558,1523,29.80206162,-4.52833653,Kwa Mtila,Lake Tanganyika,Kigoma,2,210,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe multiple,1,19
15565,1541,37.889455700000006,-4.12701966,Kwa Adelibert,Pangani,Kilimanjaro,3,60,True,Water authority,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,9
15567,1745,36.51355579,-2.42774131,Kwa Maina,Internal,Arusha,6,200,True,VWC,True,gravity,vwc,on failure,soft,insufficient,spring,cattle trough,0,14
15568,702,37.78583463,-3.72075697,Shuleni,Pangani,Kilimanjaro,2,300,True,Private operator,False,gravity,private operator,never pay,soft,enough,spring,communal standpipe,2,39
15577,975,36.70457048,-8.65888331,Kwa Manyaku,Rufiji,Morogoro,4,180,True,Water Board,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,16
15579,1,38.97911113,-6.52064894,Gongoni,Wami / Ruvu,Pwani,1,40,True,Private operator,False,submersible,private operator,per bucket,soft,enough,machine dbh,communal standpipe,0,11
15581,1200,32.92724685,-1.9961373,Miti Mirefu,Lake Victoria,Mwanza,1,400,True,VWC,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,0,23
15582,161,38.17048357,-6.83834537,Shuleni,Wami / Ruvu,Morogoro,2,60,True,VWC,True,gravity,vwc,never pay,soft,seasonal,rainwater harvesting,communal standpipe,2,20
15583,708,37.48890742,-3.49084718,Soko,Pangani,Kilimanjaro,4,100,True,Water Board,True,submersible,water board,per bucket,soft,enough,machine dbh,communal standpipe,0,12
15584,266,36.70256095,-8.10626574,Kwafundisha,Rufiji,Morogoro,3,400,True,VWC,True,swn 80,vwc,monthly,soft,insufficient,shallow well,hand pump,0,10
15590,1724,34.90686127,-9.05533277,Kwa Yohana Kipapi,Rufiji,Iringa,4,80,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,13
15596,280,37.03765249,-7.65329528,Kwa Makumbi,Rufiji,Morogoro,1,300,True,VWC,True,india mark ii,vwc,on failure,coloured,enough,shallow well,hand pump,0,12
15597,1811,35.48192046,-3.84656992,Kwa Siha Gamachi,Internal,Manyara,3,258,True,VWC,True,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,2,32
15601,1584,29.794061,-4.44810491,Kivuruga,Lake Tanganyika,Kigoma,2,950,True,Water authority,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,0,25
15607,1467,34.66705129,-8.90915815,Kwa Fute,Rufiji,Iringa,4,156,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,42
15610,1511,35.79964907,-3.28268443,Ngarenaro,Internal,Arusha,30,256,True,VWC,True,gravity,vwc,per bucket,soft,seasonal,river,communal standpipe,0,11
15614,276,38.5640931,-5.16456647,Posta,Pangani,Tanga,2,800,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,0,12
15620,351,38.51021865,-5.59843463,Kwa Abdallah,Pangani,Tanga,6,60,True,VWC,True,submersible,vwc,per bucket,soft,insufficient,river,communal standpipe,2,15
15622,1374,34.93885236,-10.12130661,none,Lake Nyasa,Iringa,5,50,True,VWC,False,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,13
15624,1414,30.08453315,-4.32486501,Kwa Ferdinand,Lake Tanganyika,Kigoma,2,370,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe multiple,1,14
15626,68,38.66557945,-5.80800364,Kwa Saddam,Pangani,Tanga,5,150,False,VWC,False,submersible,vwc,per bucket,salty,insufficient,machine dbh,communal standpipe,2,11
15629,960,35.84552852,-10.56363493,Kwa Dudu,Rufiji,Ruvuma,5,200,True,WUG,False,swn 80,wug,on failure,soft,insufficient,shallow well,hand pump,0,27
15631,424,38.30776468,-5.1019868,Kiwanjani,Pangani,Tanga,2,1000,True,VWC,False,afridev,vwc,never pay,soft,insufficient,shallow well,hand pump,2,11
15632,2096,34.60881691,-9.37082565,Lusungu Mwinuka,Rufiji,Iringa,4,100,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,12
15633,1843,36.626032,-3.21930974,Ngaluma,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,on failure,soft,enough,spring,communal standpipe,1,15
15637,1261,34.6902584,-8.7340901,Kwa Ashiri Lova,Rufiji,Iringa,4,120,True,VWC,False,gravity,vwc,never pay,soft,enough,river,communal standpipe,0,40
15644,1481,36.84053118,-3.14995856,Ngarenanyuki Primary School,Internal,Arusha,7,123,True,VWC,True,gravity,vwc,annually,fluoride,insufficient,spring,communal standpipe,2,13
15645,1530,34.74949977,-8.85603563,Kwa Isahaka Muhidze,Rufiji,Iringa,4,58,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,10
15646,1507,36.74949487,-3.35301275,Kwa Charles Masawe,Pangani,Arusha,2,200,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,1,13
15647,1269,33.98909207,-1.48797304,Senta,Lake Victoria,Mara,6,230,False,VWC,False,submersible,vwc,never pay,soft,enough,lake,communal standpipe multiple,2,37
15654,529,37.59834218,-6.89978789,Msikitini,Wami / Ruvu,Morogoro,5,200,True,VWC,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,0,15
15656,2182,34.48302167,-9.57499297,none,Lake Nyasa,Iringa,4,30,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,11
15658,1562,30.11123181,-4.43734238,Kwa Bugera,Lake Tanganyika,Kigoma,2,750,True,Water authority,True,gravity,water board,monthly,soft,enough,river,communal standpipe multiple,1,11
15659,1334,34.09635422,-2.87099139,Ipejanota,Lake Victoria,Shinyanga,1,500,True,WUG,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,0,20
15660,112,40.02773466,-10.31680257,Kwa Mkupu,Ruvuma / Southern Coast,Mtwara,1,200,True,VWC,True,submersible,vwc,per bucket,soft,enough,machine dbh,communal standpipe,0,43
15662,1776,34.83212636,-9.13861383,Mauli,Rufiji,Iringa,4,200,True,VWC,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,0,10
15669,1371,30.29456403,-4.45684501,Shule Ya Buchuma,Lake Tanganyika,Kigoma,2,800,True,Water authority,True,gravity,water board,never pay,soft,insufficient,river,communal standpipe,0,16
15671,1389,37.91726649,-4.16722015,Manka Secondary,Pangani,Kilimanjaro,3,180,True,Water authority,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,1,11
15672,1753,36.69189559,-3.14376082,Sokoni,Internal,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,fluoride,insufficient,spring,communal standpipe,2,50
15675,1264,35.85566802,-4.17557644,Luumi,Internal,Manyara,1,384,True,VWC,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,11
15676,1278,37.65821502,-3.66564553,Kwa Jabiri,Pangani,Kilimanjaro,2,43,True,VWC,False,gravity,vwc,monthly,soft,insufficient,spring,communal standpipe,0,13
15679,328,38.55634129,-10.19500183,Tankini,Ruvuma / Southern Coast,Lindi,3,450,True,VWC,False,mono,vwc,per bucket,salty,insufficient,machine dbh,communal standpipe multiple,2,11
15680,1469,34.69591882,-9.8067261,none,Lake Nyasa,Iringa,5,1500,True,VWC,False,gravity,vwc,on failure,soft,dry,river,communal standpipe,2,12
15681,1990,34.61487842,-9.23305878,Teachers Quaters,Rufiji,Iringa,4,5,True,Water Board,True,gravity,water board,monthly,soft,enough,river,communal standpipe,0,11
15684,793,36.05101502,-10.4410227,Msikitini,Rufiji,Ruvuma,5,1000,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe multiple,0,38
15688,1767,35.57644682,-3.76715703,Kwa Dimodo,Internal,Manyara,3,255,True,WUG,True,nira/tanira,wug,per bucket,soft,enough,shallow well,hand pump,0,9
15689,1658,35.33125436,-4.46240816,Daniel Ema,Internal,Manyara,2,286,True,VWC,True,gravity,vwc,annually,soft,insufficient,spring,communal standpipe,0,17
15690,266,36.96537747,-7.67963121,Mlimani,Rufiji,Morogoro,3,100,True,Company,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,49
15695,205,38.58685801,-6.37516819,Awesi,Wami / Ruvu,Pwani,1,110,True,VWC,True,submersible,vwc,per bucket,coloured,insufficient,dam,communal standpipe,2,12
15697,1542,34.78304938,-4.84209349,Zahanati,Internal,Singida,4,23,True,WUA,True,gravity,wua,never pay,soft,seasonal,rainwater harvesting,communal standpipe,0,10
15698,1120,31.10252675,-6.4275803,Kwa Kanyau Mbalamwezi,Lake Rukwa,Rukwa,1,40,True,VWC,True,india mark ii,vwc,annually,soft,insufficient,machine dbh,hand pump,2,30
15700,1625,36.66303288,-3.30675356,Kwa Sketa,Pangani,Arusha,2,300,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,30
15701,1556,35.15018857,-9.25725417,Kwa Josephat Sambala,Rufiji,Iringa,4,56,True,WUA,True,gravity,wua,monthly,soft,enough,river,communal standpipe,0,45
15710,1932,34.72045673,-9.32492462,none,Rufiji,Iringa,4,50,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,11
15718,882,34.91507492,-10.53481395,Kwa Mzee Haure,Lake Nyasa,Ruvuma,3,80,True,VWC,True,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,18
15720,1285,34.5855239,-4.43878174,Kwa July,Internal,Singida,1,246,True,WUA,True,submersible,wua,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,14
15722,497,38.07612217,-4.46612976,Kwa Mtendaji,Pangani,Kilimanjaro,3,210,True,Water authority,True,gravity,vwc,never pay,soft,enough,river,communal standpipe multiple,1,53
15724,893,31.39147818,-7.46419324,Kwa Kalasa Charahani,Lake Rukwa,Rukwa,1,450,True,VWC,True,gravity,vwc,annually,soft,enough,spring,communal standpipe,1,33
15726,1043,35.33297061,-3.51960296,Kwa Swalee,Internal,Arusha,30,800,True,VWC,True,gravity,vwc,per bucket,soft,enough,river,communal standpipe,0,22
15727,1054,37.75704205,-4.02022567,Kwa Amini,Pangani,Kilimanjaro,3,250,True,Water authority,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,1,10
15728,669,37.7560291,-7.12944302,Kwa Mzee Lupokela,Wami / Ruvu,Morogoro,2,2500,True,VWC,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,2,17
15729,281,36.06177874,-8.3640597,Kwadominic,Rufiji,Morogoro,3,200,True,VWC,True,swn 80,vwc,on failure,soft,insufficient,shallow well,hand pump,0,26
15735,184,39.82708519,-10.72402365,Msikitini,Ruvuma / Southern Coast,Mtwara,1,500,True,VWC,True,submersible,vwc,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,42
15736,14,39.16886966,-7.37219361,Kwa Mzee Mlanzi,Rufiji,Pwani,4,500,True,VWC,False,swn 80,vwc,per bucket,soft,seasonal,shallow well,hand pump,0,12
15739,1704,34.65754276,-9.08752035,Kwa Herma Mbwanzi,Rufiji,Iringa,4,75,True,WUA,True,gravity,wua,monthly,soft,seasonal,river,communal standpipe,0,42
15743,1821,35.57910124,-4.1059173,Ofisini,Internal,Manyara,1,230,True,WUA,True,gravity,wua,never pay,soft,enough,river,communal standpipe multiple,1,10
15744,208,36.68623468,-8.15333238,Gengeni,Rufiji,Morogoro,3,250,True,VWC,True,submersible,vwc,never pay,soft,seasonal,machine dbh,communal standpipe,2,13
15747,1594,34.89205997,-8.90102058,Marko Mwailija,Rufiji,Iringa,4,65,True,VWC,False,nira/tanira,vwc,on failure,soft,enough,hand dtw,hand pump,0,11
15751,1878,31.53235708,-8.11538034,Kwa Mtulo,Lake Tanganyika,Rukwa,2,225,True,VWC,True,gravity,vwc,on failure,soft,enough,river,communal standpipe,2,35
15752,1162,34.19385912,-1.61025818,Village,Lake Victoria,Mara,3,150,True,VWC,False,gravity,vwc,per bucket,soft,seasonal,rainwater harvesting,communal standpipe,2,14
15756,1246,32.99609259,-2.51604679,Kwa Zuberi,Lake Victoria,Mwanza,8,280,True,VWC,True,nira/tanira,vwc,on failure,soft,insufficient,shallow well,hand pump,2,20
15759,935,38.61989651,-5.10940554,Kwamuhidin,Pangani,Tanga,3,40,True,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,15
15760,1298,37.54037888,-3.29621617,Kwa Frank Godfrey,Pangani,Kilimanjaro,4,50,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,1,20
15761,1584,37.23669524,-2.83817177,Shuleni,Internal,Arusha,6,150,True,VWC,True,gravity,parastatal,on failure,soft,insufficient,river,communal standpipe,0,20
15765,2231,34.49209155,-9.57887131,none,Lake Nyasa,Iringa,4,100,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,28
15766,1430,36.74681209,-3.08272078,Shule Ya Msingi,Internal,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,20
15767,230,38.4774247,-10.12106542,Shule Ya Msingi Ng'Unichile,Ruvuma / Southern Coast,Lindi,3,495,True,VWC,False,gravity,vwc,never pay,soft,seasonal,rainwater harvesting,communal standpipe,1,8
15770,339,38.55274469,-4.94909342,Kwarashidi,Pangani,Tanga,2,250,True,VWC,False,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,1,42
15776,1674,35.09744488,-9.55728389,none,Lake Nyasa,Iringa,4,30,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,22
15778,2001,34.732012299999994,-9.69254048,none,Lake Nyasa,Iringa,5,63,True,VWC,False,gravity,vwc,on failure,soft,enough,river,communal standpipe,0,15
15783,1604,35.31918083,-4.47413061,Daniel Saktai,Internal,Manyara,2,750,True,VWC,True,gravity,vwc,annually,soft,insufficient,spring,communal standpipe,0,13
15791,84,39.36153437,-10.30097952,Kwa Katinji,Ruvuma / Southern Coast,Lindi,23,123,False,VWC,False,india mark ii,vwc,per bucket,soft,insufficient,machine dbh,hand pump,0,8
15792,998,37.84484826,-4.18660787,Shuleni,Pangani,Kilimanjaro,3,350,True,VWC,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,2,43
15802,1263,36.73863778,-3.444771,Madukani,Pangani,Arusha,2,150,True,VWC,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,20
15803,305,39.01345395,-10.50287407,Kanisani,Ruvuma / Southern Coast,Mtwara,33,50,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,43
15805,1164,38.37047091,-5.07125752,Bomba La Betania,Pangani,Tanga,2,700,False,VWC,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,0,45
15806,259,36.92958592,-7.72623254,Msufini,Rufiji,Morogoro,3,200,True,Company,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,2,13
15809,1394,34.46875596,-8.95043856,Kwa Msigala,Rufiji,Iringa,4,78,True,WUA,True,gravity,wua,on failure,soft,enough,river,communal standpipe,0,10
15810,1280,30.10957016,-4.50756724,Kwa Charo Kiratungwa,Lake Tanganyika,Kigoma,2,520,True,Water authority,True,gravity,water board,monthly,soft,insufficient,river,communal standpipe,0,32
15819,1842,35.82782583,-8.07654702,none,Rufiji,Iringa,7,70,True,VWC,True,afridev,vwc,never pay,soft,enough,machine dbh,hand pump,2,11
15820,1207,30.29402215,-4.97555359,Kwa Hamis Ngoma,Lake Tanganyika,Kigoma,3,250,True,VWC,True,swn 80,vwc,annually,soft,enough,machine dbh,hand pump,0,30
15823,77,39.38310326,-10.29164012,Kwa Salome Nyuki,Ruvuma / Southern Coast,Lindi,23,124,False,VWC,False,gravity,vwc,per bucket,soft,enough,river,communal standpipe multiple,2,10
15826,360,37.53420107,-6.24828692,Kwamluge,Wami / Ruvu,Morogoro,6,140,True,VWC,True,gravity,vwc,monthly,soft,enough,river,communal standpipe,0,14
15827,1169,37.20120369,-3.26445314,Area 17 Namba 22,Pangani,Kilimanjaro,5,150,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,21
15829,1346,34.11619514,-2.90094121,Umoja,Lake Victoria,Shinyanga,1,500,False,WUG,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,1,23
15834,264,36.89865016,-7.85384668,Mosque,Rufiji,Morogoro,3,250,True,WUA,True,gravity,vwc,never pay,soft,seasonal,river,communal standpipe,0,22
15838,352,38.63838467,-4.77713641,Kwandumesa,Pangani,Tanga,2,100,True,VWC,False,nira/tanira,vwc,monthly,soft,enough,shallow well,hand pump,0,13
15840,358,38.24322201,-6.0780331,Kigonile,Wami / Ruvu,Pwani,1,60,True,WUA,True,ksb,wua,per bucket,soft,enough,river,communal standpipe,2,17
15841,917,37.59710828,-3.70154623,Kwa Mama Huruma,Pangani,Kilimanjaro,2,67,True,Water Board,False,gravity,water board,monthly,soft,insufficient,spring,communal standpipe,0,7
15842,180,38.79797404,-5.18161615,Kisimani,Pangani,Tanga,3,600,True,VWC,False,nira/tanira,vwc,monthly,salty,insufficient,shallow well,hand pump,0,14
15843,1335,37.23473708,-3.22451508,Kwa Ester Logati,Pangani,Kilimanjaro,5,35,True,Water Board,True,gravity,water board,per bucket,soft,enough,spring,communal standpipe,0,12
15844,1495,32.06814674,-8.68555954,Kwa Gaudensi Mwanakulia,Lake Rukwa,Rukwa,2,250,True,VWC,True,india mark ii,vwc,never pay,soft,enough,machine dbh,hand pump,0,34
15849,1381,35.84629864,-7.67504861,none,Rufiji,Iringa,7,50,True,VWC,True,gravity,vwc,annually,soft,enough,river,communal standpipe,0,36
15853,1124,35.08944091,-9.882142800000002,none,Lake Nyasa,Iringa,5,74,True,VWC,False,gravity,vwc,monthly,soft,enough,spring,communal standpipe,0,34
15855,1728,35.03895764,-9.44073757,none,Rufiji,Iringa,4,25,True,VWC,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,0,12
15858,1138,31.22676076,-6.33942121,Kwa Festo Anania,Lake Rukwa,Rukwa,1,150,False,Trust,True,gravity,trust,never pay,soft,insufficient,spring,communal standpipe,2,45
15868,367,39.43958416,-10.58340415,Konani,Ruvuma / Southern Coast,Mtwara,4,300,True,Water Board,True,submersible,water board,never pay,soft,dry,machine dbh,communal standpipe multiple,2,38
15870,2088,35.43026001,-4.25515925,Mandagew Primary,Internal,Manyara,1,645,True,Parastatal,True,mono,parastatal,monthly,soft,insufficient,spring,communal standpipe multiple,0,9
15872,18,39.0578373,-7.39657615,Kwa Mangwenya,Rufiji,Pwani,43,100,True,VWC,False,nira/tanira,vwc,never pay,fluoride abandoned,dry,shallow well,hand pump,2,16
15876,240,39.78361658,-10.47367697,Kwa Alahi,Ruvuma / Southern Coast,Mtwara,1,500,True,VWC,True,mono,vwc,per bucket,soft,enough,machine dbh,communal standpipe multiple,2,9
15877,253,36.66449369,-8.14399587,Kwalitaka,Rufiji,Morogoro,3,150,True,VWC,True,submersible,vwc,on failure,soft,insufficient,machine dbh,communal standpipe,2,23
